URL,NAME,PRICE,RATING,NO_OF_REVIEWS,ASIN,MANUFACTURER,PRODUCT_DESCRIPTION
https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxMTk4MjAzMDIyNDIxNTk3OjE2OTI2NTM5MjM6c3BfYXRmOjMwMDAzNjc2MTg4MTUzMjo6MDo6&url=%2FRansel-School-Bag-Bagpack-Creations%2Fdp%2FB0CDCHXMCJ%2Fref%3Dsr_1_1_sspa%3Fkeywords%3Dbags%26qid%3D1692653923%26sr%3D8-1-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1,"Ransel School Bag, Laptop Bagpack, Huge Bagpack by Jai Guru Ji Creations| Colour - Grey | Size - 30L",580,B0CDCHXMCJ,Jai Guru Ji Creations,"Light weight Tuition/Exam/Picnic Bag, Comfortable for every age group,and with the BTS."
https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxMTk4MjAzMDIyNDIxNTk3OjE2OTI2NTM5MjM6c3BfYXRmOjMwMDAzNjc2MTg4MTgzMjo6MDo6&url=%2FRansel-School-Bag-Bagpack-Creations%2Fdp%2FB0CDCJCRFH%2Fref%3Dsr_1_2_sspa%3Fkeywords%3Dbags%26qid%3D1692653923%26sr%3D8-2-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1,"Ransel School Bag, Laptop Bagpack, Huge Bagpack by Jai Guru Ji Creations| Colour - Mahroon | Size - 35L","1,250",B0CDCJCRFH,Jai Guru Ji Creations,"Perfect sized Backpack used for multi purpose, 5 Zips also with perfect paddings for the back."
https://www.amazon.in/Skybags-Brat-Black-Casual-Backpack/dp/B08Z1HHHTD/ref=sr_1_3?keywords=bags&qid=1692653923&sr=8-3,Skybags Brat Black 46 Cms Casual Backpack,649,4.0,"55,248",B08Z1HHHTD,VIP Industries Ltd,"Ideal for a college student who does not carry a lot of books or laptop to college. Very stylish, slim and feature loaded Backpack"
https://www.amazon.in/American-Tourister-AMT-SCH-02/dp/B07CJCGM1M/ref=sr_1_4?keywords=bags&qid=1692653923&sr=8-4,American Tourister Fizz Large Size 32 Ltrs Casual Backpack (BLACK),"1,199",4.0,377, , , 
https://aax-eu.amazon.in/x/c/RCw6kFqoPdi_fAG69AdIH7sAAAGKGgkupwMAAAH2AQBvbm9fdHhuX2JpZDMgICBvbm9fdHhuX2ltcDEgICBjmbFW/https://www.amazon.in/uppercase-Backpack-2300EBP1-repellent-sustainable/dp/B0B68Z3X7D/ref=sxin_14_sbv_search_btf?content-id=amzn1.sym.ea7f11f8-e26c-4b10-84ad-15aa33ea30ac%3Aamzn1.sym.ea7f11f8-e26c-4b10-84ad-15aa33ea30ac&cv_ct_cx=bags&keywords=bags&pd_rd_i=B0B68Z3X7D&pd_rd_r=2ef6f949-9a8e-4d9c-9e9c-1981dfc209da&pd_rd_w=vQaia&pd_rd_wg=TpQ1v&pf_rd_p=ea7f11f8-e26c-4b10-84ad-15aa33ea30ac&pf_rd_r=F5HY1PX7T8ND2FFGTR08&qid=1692653923&sbo=EO%2BcdOgoisx3waG5xqcZQA%3D%3D&sr=1-1-9131241a-a358-4619-a7b8-0f5a65d91d81,"uppercase Medium 17 Ltrs Vegan Leather (upto 14 inch) Laptop Backpack 2300EBP1 3x more water resistant sustainable bags with rain proof zippers for Men, Women, Boys and Girls, 750 Days warranty","1,600",,,B0B68Z3X7D,Acefour Accessories Pvt. Ltd., 
https://www.amazon.in/AmazonBasics-Casual-Backpack-Office-15-6-inch/dp/B09W4VMZ79/ref=sxin_15_trfobq2av2_0_B09W4VMZ79?content-id=amzn1.sym.7abeb195-8e0b-4e74-aede-b7cb234213a5%3Aamzn1.sym.7abeb195-8e0b-4e74-aede-b7cb234213a5&cv_ct_cx=bags&keywords=bags&pd_rd_i=B09W4VMZ79&pd_rd_r=2ef6f949-9a8e-4d9c-9e9c-1981dfc209da&pd_rd_w=EY2Ak&pd_rd_wg=TpQ1v&pf_rd_p=7abeb195-8e0b-4e74-aede-b7cb234213a5&pf_rd_r=F5HY1PX7T8ND2FFGTR08&qid=1692653923&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=1-1-973fd8bd-28ce-479e-8be4-fbaf1193947a,AmazonBasics - Casual Backpack/Office Bag/ for a 15.6-inch Laptop,699,,, , , 
https://www.amazon.in/MosQuick%C2%AE-Drawstring-Organizing-Stationery-multipurpose/dp/B09SB5DP5Y/ref=sxin_15_trfobq2av2_1_B09SB5DP5Y?content-id=amzn1.sym.7abeb195-8e0b-4e74-aede-b7cb234213a5%3Aamzn1.sym.7abeb195-8e0b-4e74-aede-b7cb234213a5&cv_ct_cx=bags&keywords=bags&pd_rd_i=B09SB5DP5Y&pd_rd_r=2ef6f949-9a8e-4d9c-9e9c-1981dfc209da&pd_rd_w=EY2Ak&pd_rd_wg=TpQ1v&pf_rd_p=7abeb195-8e0b-4e74-aede-b7cb234213a5&pf_rd_r=F5HY1PX7T8ND2FFGTR08&qid=1692653923&sbo=EO%2BcdOgoisx3waG5xqcZQA%3D%3D&sr=1-2-973fd8bd-28ce-479e-8be4-fbaf1193947a,"MosQuick® Clear large Drawstring Bags Clear Plastic Travel Bags, Travel Garments Organizing Storage Plastic Bags ,Shoe bags , Stationery Bag,multipurpose bag - Translucent",310,4.0,"5,605",Draw String Bag 30x40 set of 10,B09SB5DP5Y, 
https://www.amazon.in/Amazon-Brand-Presto-Oxo-Biodegradable-Garbage/dp/B0821PYKVK/ref=sxin_15_trfobq2av2_2_B0821PYKVK?content-id=amzn1.sym.7abeb195-8e0b-4e74-aede-b7cb234213a5%3Aamzn1.sym.7abeb195-8e0b-4e74-aede-b7cb234213a5&cv_ct_cx=bags&keywords=bags&pd_rd_i=B0821PYKVK&pd_rd_r=2ef6f949-9a8e-4d9c-9e9c-1981dfc209da&pd_rd_w=EY2Ak&pd_rd_wg=TpQ1v&pf_rd_p=7abeb195-8e0b-4e74-aede-b7cb234213a5&pf_rd_r=F5HY1PX7T8ND2FFGTR08&qid=1692653923&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=1-3-973fd8bd-28ce-479e-8be4-fbaf1193947a,"Presto! Oxo-Biodegradable Garbage Bags, Large (24 x 32 inches) - 15 bags/roll (Pack of 6, Black, plastic)",420,3.9,"16,960",PrestoOBD-L15bagsPO6,B0821PYKVK,"Presto! offers Oxo-Biodegradable Garbage Bags to help you maintain cleanliness and hygiene in your house, office and surroundings. These garbage bags make clean-up and garbage disposal a hassle-free task while being easy on the environment! Large in size, they easily fit any large dustbins, allowing you to clean out overflowing trash. Or store away old clothes for donation or clear out your yard, garden or basement. Handy at offices or hotels, they’re useful for getting rid of leftover party plates and garbage as well. They come with a detachable tie-tape which lets you neatly tie up the bag, making it easier to carry out after use. They are available in black colour in a pack of 6 rolls, and each roll contains 15 bags for your convenience."
https://www.amazon.in/Amazon-Basics-Laptop-Backpack-Repellent/dp/B09W3XLDM2/ref=sxin_15_trfobq2av2_3_B09W3XLDM2?content-id=amzn1.sym.7abeb195-8e0b-4e74-aede-b7cb234213a5%3Aamzn1.sym.7abeb195-8e0b-4e74-aede-b7cb234213a5&cv_ct_cx=bags&keywords=bags&pd_rd_i=B09W3XLDM2&pd_rd_r=2ef6f949-9a8e-4d9c-9e9c-1981dfc209da&pd_rd_w=EY2Ak&pd_rd_wg=TpQ1v&pf_rd_p=7abeb195-8e0b-4e74-aede-b7cb234213a5&pf_rd_r=F5HY1PX7T8ND2FFGTR08&qid=1692653923&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=1-4-973fd8bd-28ce-479e-8be4-fbaf1193947a,,389,4.3,"5,600", , , 
https://www.amazon.in/Backpack-Toddler-Animal-Cartoon-Travel/dp/B08D5RCWV9/ref=sxin_15_trfobq2av2_4_B08D5RCWV9?content-id=amzn1.sym.7abeb195-8e0b-4e74-aede-b7cb234213a5%3Aamzn1.sym.7abeb195-8e0b-4e74-aede-b7cb234213a5&cv_ct_cx=bags&keywords=bags&pd_rd_i=B08D5RCWV9&pd_rd_r=2ef6f949-9a8e-4d9c-9e9c-1981dfc209da&pd_rd_w=EY2Ak&pd_rd_wg=TpQ1v&pf_rd_p=7abeb195-8e0b-4e74-aede-b7cb234213a5&pf_rd_r=F5HY1PX7T8ND2FFGTR08&qid=1692653923&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=1-5-973fd8bd-28ce-479e-8be4-fbaf1193947a,,,4.1,"5,852",B08D5RCWV9,Vancouver Store, 
